product_name,status,bp_eur,bp_eur_cz,delivery_month,available,available_cz,released_rtd,brand,panel_colour,panel_design,panel_power,inverter_power,nomenclature_group,delivery_cw,length,height,width,pcs_ctn,pcs_pal,available_10_only,available_15_only,attribute_2,min_receipt_date,max_receipt_date
ANTAI_C0402-CJ025-73 L Feet Kit with M10X300 Hange,       ,2.42,2.42,,1000,1000,0,ANTAI,,,0,0,CON_ANT,,0.0,0.0,0.0,0,0,1000,0,24OV010100000169-0003,1718150400000.0,1718150400000.0
ANTAI_FENCE_SOLAR sample,       ,350.0,350.0,,1,1,0,ANTAI,,,0,0,CON_ANT,,0.0,0.0,0.0,0,0,0,1,24OV010100000169-0004,1718150400000.0,1718150400000.0
ANTAI_RAIL_CAP B0603-NW024DG-01,       ,0.91,0.91,,120,120,0,ANTAI,,,0,0,CON_ANT,,0.0,0.0,0.0,0,0,120,0,24OV010100000169-0008,1718150400000.0,1718150400000.0
ANTAI_BEAM_CAP B0603-TYN258DG-01,       ,0.93,0.93,,70,70,0,ANTAI,,,0,0,CON_ANT,,0.0,0.0,0.0,0,0,70,0,24OV010100000169-0009,1718150400000.0,1718150400000.0
LR5-66HTH-520W,       ,0.11900000000000001,0.124,07/2024,2728,0,0,LONGI,BF,GLASS,520,0,PAN_LON,28,1134.0,35.0,2094.0,682,31,0,0,24OV010100000177-0010,,
LR5-54HTD-430M Bifacial,       ,0.12090000000000001,0.1259,07/2024,4680,0,0,LONGI,BF,BIF,430,0,PAN_LON,28,1134.0,30.0,1722.0,936,36,0,0,24OV010100000177-0006,,
LR5-54HTD-435M Bifacial,       ,0.12380000000000001,0.1288,07/2024,4680,0,0,LONGI,BF,BIF,435,0,PAN_LON,28,1134.0,30.0,1722.0,936,36,0,0,24OV010100000177-0007,,
AVANCIS SKALA 135W 7004 Light Blue,       ,1.9259,2.0741,03/2024,1,0,0,AVANCIS,FF_LIGHT_BLUE,,135,0,PAN_AVC,12,664.0,38.0,1587.0,0,20,0,0,24OV010100000183-0003,,
BYD_HVM/HVS_BCU+BASE_Dummy,       ,402.0,402.0,,18,18,0,BYD,,,0,0,BAT_BYD,,0.0,0.0,0.0,0,0,18,0,24OV010100000332-0003,1722556800000.0,1722556800000.0
"TS4-A-2F, 20A (Isc), 1000W Rapid shutdown",       ,30.78,30.78,,996,996,0,TIGO,,,0,0,ACC_TIG,,139.7,22.9,138.4,0,0,996,0,24OV010100000195-0003,1712534400000.0,1712534400000.0
"TS4-A-2F,25A (Isc), 1400W Rapid shutdown",       ,32.42,32.42,,3431,3431,0,TIGO,,,0,0,ACC_TIG,,139.7,22.9,138.4,0,0,3431,0,24OV010100000196-0001,1712534400000.0,1712534400000.0
"Transmitter 120/240VAC PS, Outdoor Enclosure kit",       ,81.0,81.0,,79,79,0,TIGO,,,0,0,ACC_TIG,,130.0,26.8,126.2,0,0,79,0,24OV010100000195-0001,1712534400000.0,1712534400000.0
"Transmitter,Dual Core, Pure Signal RSS , Din  Rail",       ,30.76,30.76,,139,139,0,TIGO,,,0,0,ACC_TIG,,130.0,26.8,126.2,0,0,139,0,24OV010100000195-0002,1712534400000.0,1712534400000.0
SH25T-V11,       ,2677.0,2677.0,,1,1,0,SUNGROW,,,0,25000,INV_SGR,,620.0,480.0,245.0,0,0,1,0,24OV010100000197-0003,1712880000000.0,1712880000000.0
JAM54D40-440-GB-BF,       ,0.113,0.11800000000000001,06/2024,4680,0,0,JASOLAR,BF,2GLASS,440,0,PAN_JAS,23,1722.0,30.0,1134.0,936,36,0,0,24OV010100000121-0047,,
JAM54D41-435-GB-ALL BLACK,       ,0.123,0.128,06/2024,2628,756,0,JASOLAR,FB,2GLASS,435,0,PAN_JAS,24,1722.0,1134.0,30.0,936,36,756,0,24OV010100000291-0002,1719273600000.0,1722211200000.0
HTU LED screen  Model:P2.0,       ,8756.0,8756.0,,1,1,0,HTU,,,0,0,ACC_HTU,,320.0,358.0,520.0,0,0,1,0,24OV010100000210-0001,1716768000000.0,1716768000000.0
CHSM54M-HC-395W,       ,0.09,0.09,04/2024,1,0,0,ASTROENERGY,BF,,395,0,PAN_AST,16,1708.0,1133.0,30.0,936,36,0,0,24OV010100000229-0001,1713484800000.0,1713484800000.0
TRINA_NEG9R.28 n type 455 I-Topcon DualGlass,       ,0.11900000000000001,0.124,09/2024,936,0,0,TRINA,BF,2GLASS,455,0,PAN_TRI,36,1134.0,30.0,1762.0,936,36,0,0,24OV010100000225-0001,,
TRINA_NEG9R.28 n type 455 I-Topcon DualGlass,       ,0.125,0.13,09/2024,2808,0,0,TRINA,BF,2GLASS,455,0,PAN_TRI,38,1134.0,30.0,1762.0,936,36,0,0,24OV010100000225-0006,,
TRINA_NEG9R.28 n type 455 I-Topcon DualGlass,       ,0.122,0.127,09/2024,1872,0,0,TRINA,BF,2GLASS,455,0,PAN_TRI,39,1134.0,30.0,1762.0,936,36,0,0,24OV010100000225-0010,,
TRINA_NEG9R.28 n type 455 I-Topcon DualGlass,       ,0.134,0.139,09/2024,8424,0,0,TRINA,BF,2GLASS,455,0,PAN_TRI,36,1134.0,30.0,1762.0,936,36,0,0,24OV010100000233-0003,,
TRINA_NEG9R.28 n type 455 I-Topcon DualGlass,       ,0.134,0.139,09/2024,7488,0,0,TRINA,BF,2GLASS,455,0,PAN_TRI,39,1134.0,30.0,1762.0,936,36,0,0,24OV010100000233-0010,,
TRINA_NEG9R.28 n type 455 I-Topcon DualGlass,       ,0.134,0.139,09/2024,4680,0,0,TRINA,BF,2GLASS,455,0,PAN_TRI,36,1134.0,30.0,1762.0,936,36,0,0,24OV010100000234-0004,,
TRINA_NEG9R.28 n type 455 I-Topcon DualGlass,       ,0.134,0.139,09/2024,4680,0,0,TRINA,BF,2GLASS,455,0,PAN_TRI,36,1134.0,30.0,1762.0,936,36,0,0,24OV010100000234-0008,,
TRINA_NEG9RC.27 n type 440 I-Topcon Bifacial DualG,       ,0.124,0.129,09/2024,5616,0,0,TRINA,BF,BIF,440,0,PAN_TRI,38,1134.0,30.0,1762.0,936,36,0,0,24OV010100000225-0005,,
TRINA_NEG9RC.27 n type 440 I-Topcon Bifacial DualG,       ,0.124,0.129,09/2024,5616,0,0,TRINA,BF,BIF,440,0,PAN_TRI,38,1134.0,30.0,1762.0,936,36,0,0,24OV010100000225-0008,,
TRINA_NEG9RC.27 n type 440 I-Topcon Bifacial DualG,       ,0.137,0.14200000000000002,09/2024,2808,0,0,TRINA,BF,BIF,440,0,PAN_TRI,36,1134.0,30.0,1762.0,936,36,0,0,24OV010100000233-0001,,
TRINA_NEG9RC.27 n type 440 I-Topcon Bifacial DualG,       ,0.137,0.14200000000000002,09/2024,2808,0,0,TRINA,BF,BIF,440,0,PAN_TRI,38,1134.0,30.0,1762.0,936,36,0,0,24OV010100000233-0007,,
TRINA_NEG9RC.27 n type 440 I-Topcon Bifacial DualG,       ,0.137,0.14200000000000002,09/2024,2808,0,0,TRINA,BF,BIF,440,0,PAN_TRI,37,1134.0,30.0,1762.0,936,36,0,0,24OV010100000234-0005,,
TRINA_NEG9RC.27 n type 440 I-Topcon Bifacial DualG,       ,0.137,0.14200000000000002,09/2024,1872,0,0,TRINA,BF,BIF,440,0,PAN_TRI,36,1134.0,30.0,1762.0,936,36,0,0,24OV010100000234-0009,,
"AVW-34HJFH, H-Series, HISENSE",       ,965.9,1000.0,04/2024,1,0,0,HISENSE,,,0,0,ARC_HIS,16,0.0,0.0,0.0,0,0,0,0,24OV010100000228-0001,,
"AVS-07HJFTDD (New DC-TD panel), HISENSE",       ,200.0,200.0,04/2024,3,0,0,HISENSE,,,0,0,ARC_HIS,16,0.0,0.0,0.0,0,0,0,0,24OV010100000228-0002,,
"AVY-07UXJSJA + panel, HISENSE",       ,421.23,450.0,04/2024,2,0,0,HISENSE,,,0,0,ARC_HIS,16,0.0,0.0,0.0,0,0,0,0,24OV010100000228-0003,,
TRINA_NEG9R.25_440W Full black,       ,0.129,0.134,09/2024,3744,0,0,TRINA,FB,GLASS,440,0,PAN_TRI,37,1134.0,30.0,1762.0,936,36,0,0,24OV010100000252-0008,,
TRINA_NEG9R.25_435W Full black,       ,0.126,0.131,07/2024,3744,0,0,TRINA,FB,GLASS,435,0,PAN_TRI,28,1134.0,30.0,1762.0,936,36,0,0,24OV010100000252-0009,,
TRINA_NEG9R.25_435W Full black,       ,0.126,0.131,09/2024,3744,0,0,TRINA,FB,GLASS,435,0,PAN_TRI,37,1134.0,30.0,1762.0,936,36,0,0,24OV010100000252-0010,,
TRINA_NEG18R.28_495W-DUALGLASS_BF,       ,0.11800000000000001,0.123,07/2024,1728,0,0,TRINA,BF,2GLASS,495,0,PAN_TRI,28,1134.0,30.0,1961.0,864,36,0,0,24OV010100000252-0011,,
TRINA_NEG18R.28_500W-DUALGLASS_BF,       ,0.121,0.126,07/2024,3456,0,0,TRINA,BF,2GLASS,500,0,PAN_TRI,28,1134.0,30.0,1961.0,864,36,0,0,24OV010100000252-0012,,
TRINA_NEG18R.28_500W-DUALGLASS_BF,       ,0.121,0.126,07/2024,3456,0,0,TRINA,BF,2GLASS,500,0,PAN_TRI,28,1134.0,30.0,1961.0,864,36,0,0,24OV010100000252-0013,,
TRINA_NEG18R.28_505W-DUALGLASS_BF,       ,0.124,0.129,07/2024,1728,0,0,TRINA,BF,2GLASS,505,0,PAN_TRI,30,1134.0,30.0,1961.0,864,36,0,0,24OV010100000252-0014,,
Canadian CS6R-440T n type topcon,       ,0.115,0.12,,576,576,0,CANADIAN,BF,GLASS,440,0,PAN_CSI,,1134.0,30.0,1722.0,910,35,576,0,24OV010100000257-0001,1718582400000.0,1719187200000.0
End Clamp 30-40mm Steel,       ,34.0,34.0,05/2024,15,0,0,MOUNTING,,,0,0,CON_MNT,20,0.0,0.0,0.0,0,0,0,0,24OV010100000265-0001,,
SolarEdge optimizer S1000-1GMXMBT cables 2x1.3,       ,62.7,62.7,,502,502,0,SOLAR_EDGE,,,0,0,ACC_SEG,,165.0,129.0,52.0,0,0,502,0,24OV010100000278-0001,1718841600000.0,1718841600000.0
TRINA_NEG9R.25_445W Full black,       ,0.132,0.137,08/2024,3744,0,0,TRINA,FB,GLASS,445,0,PAN_TRI,33,1134.0,30.0,1762.0,936,36,0,0,24OV010100000252-0006,,
SH10T,       ,1706.0,1706.0,06/2024,6,0,0,SUNGROW,,,0,10000,INV_SGR,25,540.0,170.0,480.0,0,0,0,0,24OV010100000303-0001,,
Canadian CS6.1-54TD-460 BF n type topcon,       ,0.115,0.12,08/2024,1680,0,0,CANADIAN,BF,GLASS,460,0,PAN_CSI,32,1134.0,30.0,1800.0,840,35,0,0,24OV010100000288-0001,1722988800000.0,1722988800000.0
Canadian CS6.1-54TD-465 BF n type topcon,       ,0.115,0.12,08/2024,840,0,0,CANADIAN,BF,GLASS,465,0,PAN_CSI,32,1134.0,30.0,1800.0,840,35,0,0,24OV010100000288-0002,,
T-BAT 5.8 HV11550_repaired,       ,285.0,285.0,,1,1,0,SOLAX,,,0,0,BAT_SLX,,193.0,647.0,474.0,0,0,1,0,24OV010100000224-0001,1718064000000.0,1718064000000.0
LONGI LR5-72HGD-565W Bifacial,       ,0.11900000000000001,0.124,06/2024,2160,0,0,LONGI,SF,BIF,565,0,PAN_LON,24,1134.0,30.0,2278.0,720,36,0,0,24OV010100000296-0002,,
LONGI LR5-72HGD-560W Bifacial,       ,0.11900000000000001,0.124,06/2024,10080,0,0,LONGI,SF,BIF,560,0,PAN_LON,24,1134.0,30.0,2278.0,720,36,0,0,24OV010100000296-0001,,
JAM72D40-580-GB,       ,0.11660000000000001,0.1216,,9708,9708,0,JASOLAR,SF,BIF,580,0,PAN_JAS,,1134.0,30.0,2278.0,720,36,9708,0,24OV010100000297-0001,1721606400000.0,1722470400000.0
JAM72D40-590-LB,       ,0.11660000000000001,0.1216,06/2024,14400,0,0,JASOLAR,SF,BIF,590,0,PAN_JAS,24,1134.0,30.0,2333.0,720,36,0,0,24OV010100000297-0002,,
Huawei LUNA2000-7-E1 Battery Module 6.9kWh,       ,2247.0,2247.0,,26,26,0,HUAWEI,,,0,0,BAT_HUA,,590.0,255.0,510.0,0,0,26,0,24OV010100000315-0004,1719964800000.0,1719964800000.0
DCDC Power Module-LUNA2000-10KW-C1,       ,799.0,799.0,,15,15,0,HUAWEI,,,0,0,BAT_HUA,,0.0,0.0,0.0,0,0,15,0,24OV010100000315-0005,1719964800000.0,1719964800000.0
JAM54S30-420-LR-BF,       ,0.105,0.11,02/2024,936,0,0,JASOLAR,BF,GLASS,420,0,PAN_JAS,7,1134.0,30.0,1762.0,936,36,0,0,24OV010100000121-0051,,
JAM54S30-420-LR-BF,       ,0.105,0.11,02/2024,936,0,0,JASOLAR,BF,GLASS,420,0,PAN_JAS,7,1134.0,30.0,1762.0,936,36,0,0,24OV010100000121-0052,,
EMU200-V115_S,       ,2325.0,2325.0,07/2024,0,0,0,SUNGROW,,,0,0,ACC_SGR,28,860.0,680.0,275.0,0,0,0,0,24OV010100000319-0002,,
